 0 0 -3.019964e-01 
  1 1 -3.019964e-01 
  2 2 8.250695e-01 
  3 3 8.250695e-01 
  4 4 8.250695e-01 
  5 5 8.250695e-01 
  6 6 8.250695e-01 
  7 7 8.250695e-01 
  8 8 8.250695e-01 
  9 9 8.250695e-01 
  10 10 8.250695e-01 
  11 11 8.250695e-01 
  12 12 8.250695e-01 
  13 13 8.250695e-01 
  14 14 8.250695e-01 
  15 15 8.250695e-01 
  16 16 8.250695e-01 
  17 17 8.250695e-01 
  18 18 8.250695e-01 
  19 19 8.250695e-01 
  20 20 8.250695e-01 
  21 21 8.250695e-01 
  22 22 8.250695e-01 
  23 23 8.250695e-01 
  24 24 8.250695e-01 
  25 25 8.250695e-01 
  26 26 8.250695e-01 
  27 27 8.250695e-01 
  28 28 8.250695e-01 
  29 29 8.250695e-01 
  30 30 8.250695e-01 
  31 31 8.250695e-01 
  32 32 8.250695e-01 
  33 33 8.250695e-01 
  34 34 8.250695e-01 
  35 35 8.250695e-01 
  36 36 8.250695e-01 
  37 37 8.250695e-01 
  38 38 8.250695e-01 
  39 39 8.250695e-01 
  40 40 8.250695e-01 
  41 41 8.250695e-01 
  42 42 8.250695e-01 
  43 43 8.250695e-01 
  44 44 8.250695e-01 
  45 45 8.250695e-01 
  46 46 8.250695e-01 
  47 47 8.250695e-01 
  48 48 8.250695e-01 
  49 49 8.250695e-01 
  50 50 8.250695e-01 
  51 51 8.250695e-01 
  52 52 8.250695e-01 
  53 53 8.250695e-01 
  54 54 8.250695e-01 
  55 55 8.250695e-01 
  56 56 8.250695e-01 
  57 57 8.250695e-01 
  58 58 8.250695e-01 
  59 59 8.250695e-01 
  60 60 8.250695e-01 
  61 61 8.250695e-01 
  62 62 8.250695e-01 
  63 63 8.250695e-01 
  64 64 1.127066e+00 
  65 65 1.127066e+00 
  66 66 -4.508264e+00 
  67 67 -4.508264e+00 
  68 68 1.231681e+01 
  69 69 1.231681e+01 
  70 70 1.231681e+01 
  71 71 1.231681e+01 
  72 72 1.231681e+01 
  73 73 1.231681e+01 
  74 74 1.231681e+01 
  75 75 1.231681e+01 
  76 76 1.231681e+01 
  77 77 1.231681e+01 
  78 78 1.231681e+01 
  79 79 1.231681e+01 
  80 80 1.231681e+01 
  81 81 1.231681e+01 
  82 82 1.231681e+01 
  83 83 1.231681e+01 
  84 84 1.231681e+01 
  85 85 1.231681e+01 
  86 86 1.231681e+01 
  87 87 1.231681e+01 
  88 88 1.231681e+01 
  89 89 1.231681e+01 
  90 90 1.231681e+01 
  91 91 1.231681e+01 
  92 92 1.231681e+01 
  93 93 1.231681e+01 
  94 94 1.231681e+01 
  95 95 1.231681e+01 
  96 96 1.231681e+01 
  97 97 1.231681e+01 
  98 98 1.231681e+01 
  99 99 1.231681e+01 
  100 100 1.231681e+01 
  101 101 1.231681e+01 
  102 102 1.231681e+01 
  103 103 1.231681e+01 
  104 104 1.231681e+01 
  105 105 1.231681e+01 
  106 106 1.231681e+01 
  107 107 1.231681e+01 
  108 108 1.231681e+01 
  109 109 1.231681e+01 
  110 110 1.231681e+01 
  111 111 1.231681e+01 
  112 112 1.231681e+01 
  113 113 1.231681e+01 
  114 114 1.231681e+01 
  115 115 1.231681e+01 
  116 116 1.231681e+01 
  117 117 1.231681e+01 
  118 118 1.231681e+01 
  119 119 1.231681e+01 
  120 120 1.231681e+01 
  121 121 1.231681e+01 
  122 122 1.231681e+01 
  123 123 1.231681e+01 
  124 124 1.231681e+01 
  125 125 1.231681e+01 
  126 126 1.231681e+01 
  127 127 1.231681e+01 
  128 128 1.231681e+01 
  129 129 1.231681e+01 
  130 130 1.682507e+01 
  131 131 1.682507e+01 
  132 132 -4.508264e+00 
  133 133 -4.508264e+00 
  134 134 1.231681e+01 
  135 135 1.231681e+01 
  136 136 1.231681e+01 
  137 137 1.231681e+01 
  138 138 1.231681e+01 
  139 139 1.231681e+01 
  140 140 1.231681e+01 
  141 141 1.231681e+01 
  142 142 1.231681e+01 
  143 143 1.231681e+01 
  144 144 1.231681e+01 
  145 145 1.231681e+01 
  146 146 1.231681e+01 
  147 147 1.231681e+01 
  148 148 1.231681e+01 
  149 149 1.231681e+01 
  150 150 1.231681e+01 
  151 151 1.231681e+01 
  152 152 1.231681e+01 
  153 153 1.231681e+01 
  154 154 1.231681e+01 
  155 155 1.231681e+01 
  156 156 1.231681e+01 
  157 157 1.231681e+01 
  158 158 1.231681e+01 
  159 159 1.231681e+01 
  160 160 1.231681e+01 
  161 161 1.231681e+01 
  162 162 1.231681e+01 
  163 163 1.231681e+01 
  164 164 1.231681e+01 
  165 165 1.231681e+01 
  166 166 1.231681e+01 
  167 167 1.231681e+01 
  168 168 1.231681e+01 
  169 169 1.231681e+01 
  170 170 1.231681e+01 
  171 171 1.231681e+01 
  172 172 1.231681e+01 
  173 173 1.231681e+01 
  174 174 1.231681e+01 
  175 175 1.231681e+01 
  176 176 1.231681e+01 
  177 177 1.231681e+01 
  178 178 1.231681e+01 
  179 179 1.231681e+01 
  180 180 1.231681e+01 
  181 181 1.231681e+01 
  182 182 1.231681e+01 
  183 183 1.231681e+01 
  184 184 1.231681e+01 
  185 185 1.231681e+01 
  186 186 1.231681e+01 
  187 187 1.231681e+01 
  188 188 1.231681e+01 
  189 189 1.231681e+01 
  190 190 1.231681e+01 
  191 191 1.231681e+01 
  192 192 1.231681e+01 
  193 193 1.231681e+01 
  194 194 1.231681e+01 
  195 195 1.231681e+01 
  196 196 1.682507e+01 
  197 197 1.682507e+01 
  198 198 -4.508264e+00 
  199 199 -4.508264e+00 
  200 200 1.231681e+01 
  201 201 1.231681e+01 
  202 202 1.231681e+01 
  203 203 1.231681e+01 
  204 204 1.231681e+01 
  205 205 1.231681e+01 
  206 206 1.231681e+01 
  207 207 1.231681e+01 
  208 208 1.231681e+01 
  209 209 1.231681e+01 
  210 210 1.231681e+01 
  211 211 1.231681e+01 
  212 212 1.231681e+01 
  213 213 1.231681e+01 
  214 214 1.231681e+01 
  215 215 1.231681e+01 
  216 216 1.231681e+01 
  217 217 1.231681e+01 
  218 218 1.231681e+01 
  219 219 1.231681e+01 
  220 220 1.231681e+01 
  221 221 1.231681e+01 
  222 222 1.231681e+01 
  223 223 1.231681e+01 
  224 224 1.231681e+01 
  225 225 1.231681e+01 
  226 226 1.231681e+01 
  227 227 1.231681e+01 
  228 228 1.231681e+01 
  229 229 1.231681e+01 
  230 230 1.231681e+01 
  231 231 1.231681e+01 
  232 232 1.231681e+01 
  233 233 1.231681e+01 
  234 234 1.231681e+01 
  235 235 1.231681e+01 
  236 236 1.231681e+01 
  237 237 1.231681e+01 
  238 238 1.231681e+01 
  239 239 1.231681e+01 
  240 240 1.231681e+01 
  241 241 1.231681e+01 
  242 242 1.231681e+01 
  243 243 1.231681e+01 
  244 244 1.231681e+01 
  245 245 1.231681e+01 
  246 246 1.231681e+01 
  247 247 1.231681e+01 
  248 248 1.231681e+01 
  249 249 1.231681e+01 
  250 250 1.231681e+01 
  251 251 1.231681e+01 
  252 252 1.231681e+01 
  253 253 1.231681e+01 
  254 254 1.231681e+01 
  255 255 1.231681e+01 
 
